sf|cc|mf|ld|ci|bu|rn|Field|Short|Medium|Long|mh
0|0|0|1|0|0|0|HOW_SHOWN_SB|G||Sign|0
1|1|1|0|0|0|0|HOW_SHOWN_SB|H||Accompanied Showings|1
0|0|0|1|0|0|0|HOW_SHOWN_SB|H||Call MA-Pass at 508-389-1780|0
1|1|1|0|0|0|0|HOW_SHOWN_SB|I||Appointment Required|1
1|1|1|0|0|0|0|HOW_SHOWN_SB|J||Sign|1
1|1|1|0|0|0|0|HOW_SHOWN_SB|K||Call MA-Pass at 508-389-1780|1
0|0|1|0|0|0|0|IFE|||Wainscoting|0
0|0|1|0|0|0|0|IFE|||Plastic Enclosed Shower|0
0|0|1|0|0|0|0|IFE|||Tile Bathroom With Tub|0
0|0|1|0|0|0|0|IFE|||Tile Bathroom With Shower Stall|0
0|0|1|0|0|0|0|IFE|||Tile Bathroom With Tub & Shower|0
0|0|1|0|0|0|0|IFE|||Breakfast Bar|0
0|0|1|0|0|0|0|IFE|||Fiberglass Enclosed Shower|0
0|0|1|0|0|0|0|IFE|||Finish - Cement Plaster|0
0|0|1|0|0|0|0|IFE|||Finish - Earthen Plaster|0
0|0|1|0|0|0|0|IFE|||Finish - Sheetrock|0
0|0|1|0|0|0|0|IFE|||Floored Attic|0
0|0|1|0|0|0|0|IFE|||Low Flow Toilet|0
0|0|1|0|0|0|0|IFE|||Paper Based Counters|0
0|0|1|0|0|0|0|IFE|||Laminate Floor|0
0|0|1|0|0|0|0|IFE|||Low VOC Paints & Finishes|0
0|0|1|0|0|0|0|IFE|1||Stone/Granite/Solid Counters|0
0|0|1|0|0|0|0|IFE|10||Bathroom with Shower Stall|0
0|0|1|0|0|0|0|IFE|11||Bathroom With Tub|0
0|0|1|0|0|0|0|IFE|12||Bathroom With Tub & Shower|0
0|0|1|0|0|0|0|IFE|13||Box/Bay/Bow Window(s)|0
0|0|1|0|0|0|0|IFE|14||Country Kitchen|0
0|0|1|0|0|0|0|IFE|15||Intercom|0
0|0|1|0|0|0|0|IFE|16||Open Floor Plan|0
0|0|1|0|0|0|0|IFE|17||Programmable Thermostat|0
0|0|1|0|0|0|0|IFE|18||Remodeled|0
0|0|1|0|0|0|0|IFE|19||Skylight|0
0|0|1|0|0|0|0|IFE|2||Hardwood Floors|0
0|0|1|0|0|0|0|IFE|20||Slider|0
0|0|1|0|0|0|0|IFE|21||Wall to Wall Carpet|0
0|0|1|0|0|0|0|IFE|22||Stone/Ceramic Tile Floor|0
0|0|1|0|0|0|0|IFE|23||Stained Glass Window(s)|0
0|0|1|0|0|0|0|IFE|3||High Speed Internet Hookup|0
0|0|1|0|0|0|0|IFE|4||Jacuzzi/Whirlpool Soaking Tub|0
0|0|1|0|0|0|0|IFE|5||Picture Window|0
0|0|1|0|0|0|0|IFE|6||Upgraded Cabinets|0
0|0|1|0|0|0|0|IFE|7||Upgraded Countertops|0
0|0|1|0|0|0|0|IFE|8||Wood Flooring|0
0|0|1|0|0|0|0|IFE|9||Walk-In Closet|0
0|0|1|0|0|0|0|IFE|A||Ceiling Fans|0
0|0|1|0|0|0|0|IFE|B||Security System|0
0|0|1|0|0|0|0|IFE|C||Floored Attic|0
0|0|1|0|0|0|0|IFE|D||Walk-Up Attic|0
0|0|1|0|0|0|0|IFE|E||Heated Attic|0
0|0|1|0|0|0|0|IFE|F||Cable TV Available|0
0|0|1|0|0|0|0|IFE|G||Handicapped Equipped|0
0|0|1|0|0|0|0|IFE|H||Pantry|0
0|0|1|0|0|0|0|IFE|I||Cathedral/Vaulted Ceilings|0
0|0|1|0|0|0|0|IFE|J||Lead Certification Available|0
0|0|1|0|0|0|0|IFE|K||Storage|0
0|0|1|0|0|0|0|IFE|L||Rabbit Run|0
0|0|1|0|0|0|0|IFE|M||Square|0
0|0|1|0|0|0|0|IFE|N||Studio|0
0|0|1|0|0|0|0|IFE|O||Philadelphia|0
0|0|1|0|0|0|0|IFE|P||Other (See Remarks)|0
0|0|1|0|0|0|0|IFE|Q||Balcony/Deck|0
0|0|1|0|0|0|0|IFE|R||Cedar Closet|0
0|0|1|0|0|0|0|IFE|S||Central Vacuum|0
0|0|1|0|0|0|0|IFE|T||Tile Floor|0
0|0|1|0|0|0|0|IFE|U||Crown Molding|0
0|0|0|0|0|0|0|IFE|V||Corian Countertops|0
0|0|1|0|0|0|0|IFE|W||Fireplace - Wood burning|0
0|0|1|0|0|0|0|IFE|X||Fireplace - Electric|0
0|0|1|0|0|0|0|IFE|Y||Fireplace - Natural Gas|0
0|0|1|0|0|0|0|IFE|Z||Fireplace - Propane Gas|0
0|0|0|1|0|0|0|IMPROVEMENTS|A||Curbs & Gutters|0
0|0|0|1|0|0|0|IMPROVEMENTS|B||Storm Drains|0
0|0|0|1|0|0|0|IMPROVEMENTS|C||Sidewalks|0
0|0|0|1|0|0|0|IMPROVEMENTS|D||Fence|0
0|0|0|1|0|0|0|IMPROVEMENTS|E||Rough Graded|0
0|0|0|1|0|0|0|IMPROVEMENTS|F||Finish Graded|0
0|0|0|1|0|0|0|IMPROVEMENTS|G||Lot Staked|0
0|0|0|1|0|0|0|IMPROVEMENTS|H||Shared Drive|0
0|0|0|1|0|0|0|IMPROVEMENTS|I||Other (See Remarks)|0
0|0|0|1|0|0|0|IMPROVEMENTS|J||None|0
1|1|0|0|0|0|0|INSULATION_FEATURE|1||Spray Foam|1
1|1|0|0|0|0|0|INSULATION_FEATURE|2||Soy-Based Spray Foam|1
1|1|0|0|0|0|0|INSULATION_FEATURE|3||UFFI Foam|1
1|1|0|0|0|0|0|INSULATION_FEATURE|A||Full|1
1|1|0|0|0|0|0|INSULATION_FEATURE|B||Partial|1
1|1|0|0|0|0|0|INSULATION_FEATURE|C||Fiberglass|1
1|1|0|0|0|0|0|INSULATION_FEATURE|D||Loose|1
1|1|0|0|0|0|0|INSULATION_FEATURE|E||Blown In|1
1|1|0|0|0|0|0|INSULATION_FEATURE|F||Styrofoam|1
1|1|0|0|0|0|0|INSULATION_FEATURE|G||Mixed|1
1|1|0|0|0|0|0|INSULATION_FEATURE|H||Other (See Remarks)|1
1|1|0|0|0|0|0|INSULATION_FEATURE|I||Unknown|1
1|1|0|0|0|0|0|INSULATION_FEATURE|J||None|1
1|1|0|0|0|0|0|INSULATION_FEATURE|K||Asbestos|1
1|1|0|0|0|0|0|INSULATION_FEATURE|L||Cellulose - Fiber|1
1|1|0|0|0|0|0|INSULATION_FEATURE|M||Cellulose - Sprayed|1
1|1|0|0|0|0|0|INSULATION_FEATURE|N||Fiberglass - Batts|1
1|1|0|0|0|0|0|INSULATION_FEATURE|O||Fiberglass - Loose|1
1|1|0|0|0|0|0|INSULATION_FEATURE|P||Fiberglass - Rigid|1
1|1|0|0|0|0|0|INSULATION_FEATURE|Q||Foam|1
1|1|0|0|0|0|0|INSULATION_FEATURE|R||Mica Chips|1
1|1|0|0|0|0|0|INSULATION_FEATURE|S||Mineral Board|1
1|1|0|0|0|0|0|INSULATION_FEATURE|T||Mineral Fiber|1
1|1|0|0|0|0|0|INSULATION_FEATURE|U||Mineral Wool|1
1|1|0|0|0|0|0|INSULATION_FEATURE|V||Polystyrene EPS|1
1|1|0|0|0|0|0|INSULATION_FEATURE|W||Polyisocyanurate Board|1
1|1|0|0|0|0|0|INSULATION_FEATURE|X||Polyicynene Foam|1
1|1|0|0|0|0|0|INSULATION_FEATURE|Y||Polyurethane Foam|1
1|1|0|0|0|0|0|INSULATION_FEATURE|Z||Polystyrene-XPS|1
0|0|0|0|0|0|1|INSURANCE_REQD|N||No|0
0|0|0|0|0|0|1|INSURANCE_REQD|Y||Yes|0
0|0|0|0|0|0|1|INTERIOR_BLDG_FEAT|A||Central Vacuum|0
0|0|0|0|0|0|1|INTERIOR_BLDG_FEAT|B||Handicap Equipped|0
0|0|0|0|0|0|1|INTERIOR_BLDG_FEAT|C||Security System|0
0|0|0|0|0|0|1|INTERIOR_BLDG_FEAT|D||Cable TV Available|0
0|0|0|0|0|0|1|INTERIOR_BLDG_FEAT|E||Elevator|0
0|0|0|0|0|0|1|INTERIOR_BLDG_FEAT|F||Intercom|0
0|0|0|0|0|0|1|INTERIOR_BLDG_FEAT|G||Single Living Level|0
0|0|0|0|0|0|1|INTERIOR_BLDG_FEAT|H||Other (See Remarks)|0
0|0|0|0|0|0|1|INTERIOR_BLDG_FEAT|I||Indoor Pool|0
1|1|0|0|0|0|0|INTERIOR_FEATURES|A|CVAC|Central Vacuum|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|B|HDCP|Handicap Equipped|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|C|SECS|Security System|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|D|CATV|Cable Available|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|E|SAUN|Sauna/Steam/Hot Tub|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|F|WBAR|Wetbar|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|G|INTR|Intercom|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|H|WKAT|Walk-up Attic|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|I|OTHR|Other (See Remarks)|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|J||Whole House Fan|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|K||Finish - Cement Plaster|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|L||Finish - Earthen Plaster|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|M||Finish - Sheetrock|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|N||French Doors|1
1|1|0|0|0|0|0|INTERIOR_FEATURES|O||Indoor Pool|0
1|1|0|0|0|0|0|INTERIOR_FEATURES|P||Laundry Chute|0
0|0|0|0|0|1|0|INVENTORY_AVAIL|N||No|0
0|0|0|0|0|1|0|INVENTORY_AVAIL|U||Unknown|0
0|0|0|0|0|1|0|INVENTORY_AVAIL|Y||Yes|0
0|0|0|1|0|0|0|LAND_DESC|A||Underground Storage Tank|0
0|0|0|1|0|0|0|LAND_DESC|B||Easements|0
0|0|0|1|0|0|0|LAND_DESC|C||Flood Plain|0
0|0|0|1|0|0|0|LAND_DESC|D||Level|0
0|0|0|1|0|0|0|LAND_DESC|E||Rolling|0
0|0|0|1|0|0|0|LAND_DESC|F||Elevated|0
0|0|0|1|0|0|0|LAND_DESC|G||Wetlands|0
0|0|0|1|0|0|0|LAND_DESC|H||Sloping|0
0|0|0|1|0|0|0|LAND_DESC|I||Wooded|0
0|0|0|1|0|0|0|LAND_DESC|J||Corner|0
0|0|0|1|0|0|0|LAND_DESC|K||Stream|0
0|0|0|1|0|0|0|LAND_DESC|L||Golf Course Frontage|0
0|0|0|1|0|0|0|LAND_DESC|M||Additional Land Available|0
0|0|0|1|0|0|0|LAND_DESC|N||Irregular Lot|0
0|0|0|1|0|0|0|LAND_DESC|O||Other (See Remarks)|0
0|0|0|1|0|0|0|LAND_DESC|P||City View(s)|0
0|0|0|1|0|0|0|LAND_DESC|Q||Cleared|0
0|0|0|1|0|0|0|LAND_DESC|R||Farmland|0
0|0|0|1|0|0|0|LAND_DESC|S||Fenced/Enclosed|0
0|0|0|1|0|0|0|LAND_DESC|T||Fill Needed|0
0|0|0|1|0|0|0|LAND_DESC|U||Gentle Slope|0
0|0|0|1|0|0|0|LAND_DESC|V||Marsh|0
0|0|0|1|0|0|0|LAND_DESC|W||Steep Slope|0
0|0|0|1|0|0|0|LAND_DESC|X||Scenic View(s)|0
0|0|0|1|0|0|0|LAND_DESC|Y||Zero Lot Line|0
0|0|0|0|0|0|1|LAST_MON_REQD|N||No|0
0|0|0|0|0|0|1|LAST_MON_REQD|Y||Yes|0
0|1|0|0|0|0|1|LAUNDRY_FEATURES|A||Common|0
0|1|0|0|0|0|1|LAUNDRY_FEATURES|B||In Building|0
0|1|0|0|0|0|1|LAUNDRY_FEATURES|C||In Unit|0
0|1|0|0|0|0|1|LAUNDRY_FEATURES|D||Off-Site|0
0|0|0|1|0|0|0|LD_TYPE|A||Residential|0
0|0|0|1|0|0|0|LD_TYPE|B||Agricultural|0
0|0|0|1|0|0|0|LD_TYPE|C||Commercial|0
0|0|0|1|0|0|0|LD_TYPE|D||Non-Buildable|0
1|1|1|0|0|0|1|LEAD_PAINT|A||Yes|1
1|1|1|0|0|0|1|LEAD_PAINT|B||None|1
1|1|1|0|0|0|1|LEAD_PAINT|C||Certified Treated|1
1|1|1|0|0|0|1|LEAD_PAINT|D||Unknown|1
0|0|1|0|1|0|0|LEASE|N||No|0
0|0|1|0|0|0|0|LEASE|U||Unknown|0
0|0|1|0|1|0|0|LEASE|Y||Yes|0
0|0|0|0|1|0|0|LEASE_PRICE_INCLUDES|A||Building|0
0|0|0|0|1|0|0|LEASE_PRICE_INCLUDES|B||Business|0
0|0|0|0|1|0|0|LEASE_PRICE_INCLUDES|C||Land|0
0|0|0|0|1|0|0|LEASE_PRICE_INCLUDES|D||Other (See Remarks)|0
0|0|0|0|1|0|0|LEASE_PRICE_INCLUDES|E||Not Applicable|0
0|0|0|0|1|0|0|LEASE_TYPE|A||Ground Lease|0
0|0|0|0|1|0|0|LEASE_TYPE|B||Net Lease|0
0|0|0|0|1|0|0|LEASE_TYPE|C||Triple Net Lease (NNN)|0
0|0|0|0|1|0|0|LEASE_TYPE|G||Gross|0
0|0|0|0|1|0|0|LEASE_TYPE|O||Other (See Remarks)|0
1|1|1|1|1|0|0|LENDER_OWNED|N||No|1
1|1|1|1|1|0|0|LENDER_OWNED|U||Undisclosed|1
1|1|1|1|1|0|0|LENDER_OWNED|Y||Yes|1
0|0|0|0|1|0|0|LIEN_AND_ENCUMBENT|N||No|0
0|0|0|0|1|0|0|LIEN_AND_ENCUMBENT|U||Unknown|0
0|0|0|0|1|0|0|LIEN_AND_ENCUMBENT|Y||Yes|0
0|0|0|0|0|0|1|LISTING_AGREEMENT|A||Exclusive Right to Rent|0
1|1|1|1|1|1|0|LISTING_AGREEMENT|A||Exclusive Right to Sell|1
1|1|1|1|1|1|1|LISTING_AGREEMENT|B||ER w/ Named Exclusion|1
1|1|1|1|1|1|1|LISTING_AGREEMENT|C||ER w/Var.Rate Comm. or Dual Rate Comm.|1
1|1|1|1|1|1|1|LISTING_AGREEMENT|D||Exclusive Agency|1
1|1|1|1|1|1|1|LISTING_AGREEMENT|E||ER w/Var.Rate Comm.|1
1|1|1|1|1|1|1|LISTING_AGREEMENT|F||ER w/Dual Rate Comm.|1
1|1|1|1|1|1|0|LISTING_AGREEMENT|G|FERTS|Facilitation/ER to Sell|1
1|1|1|1|1|1|0|LISTING_AGREEMENT|H|FERSP|Facilitation/ER w/ Named Exclusion|1
1|1|1|1|1|1|0|LISTING_AGREEMENT|I|FEXCL|Facilitation/Exclusive|1
1|1|1|1|1|1|0|LISTING_AGREEMENT|J|FERSV|Facilitation/ER w/Var.Rate Comm.|1
1|1|1|1|1|1|0|LISTING_AGREEMENT|K|FERSD|Facilitation/ER w/Dual Rate Comm.|1
1|1|1|1|1|1|0|LISTING_AGREEMENT|L|ERTA|Exclusive Right to Auction|1
0|0|0|0|1|0|0|LISTING_AGREEMENT|M||Exclusive right to Lease|0
1|1|1|1|1|1|1|LISTING_ALERT|K|KICK|Kick-out/Right 1st Refusal|1
1|1|1|1|1|1|1|LISTING_ALERT|N|NO|No|1
1|1|1|1|1|1|1|LISTING_ALERT|Y|YES|Yes|1
0|0|0|0|1|1|0|LOCATION|A||Downtown|0
0|0|0|0|1|1|0|LOCATION|B||Urban|0
0|0|0|0|1|1|0|LOCATION|C||Suburban|0
0|0|0|0|1|1|0|LOCATION|D||Rural|0
0|0|0|0|1|1|0|LOCATION|E||Park|0
0|0|0|0|1|1|0|LOCATION|F||Shopping Mall|0
0|0|0|0|1|1|0|LOCATION|G||Strip|0
0|0|0|0|1|1|0|LOCATION|H||Historic|0
0|0|0|0|1|1|0|LOCATION|I||Industrial Park|0
0|0|0|0|1|1|0|LOCATION|J||Office Park|0
0|0|0|0|1|1|0|LOCATION|K||Free Standing|0
0|0|0|0|1|1|0|LOCATION|L||Interstate|0
0|0|0|0|1|1|0|LOCATION|M||Highway Access|0
0|0|0|0|1|1|0|LOCATION|N||Public Transportation|0
0|0|0|0|1|1|0|LOCATION|O||Central Business District|0
0|0|0|0|1|1|0|LOCATION|P||Corner Lot|0
0|0|0|0|1|1|0|LOCATION|Q||Interior Lot|0
0|0|0|0|1|1|0|LOCATION|R||Neighborhood|0
1|0|1|0|0|0|0|LOT_DESCRIPTION|A|CRNR|Corner|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|B|WOOD|Wooded|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|C|PVDR|Paved Drive|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|D|EASE|Easements|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|E|USTK|Underground Storage Tank|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|F|STRM|Stream|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|G|GOLF|Golf Course Frontage|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|H|ADDL|Additional Land Avail.|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|I|ZLNE|Zero Lot Line|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|J|FLPL|Flood Plain|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|K|OTHR|Other (See Remarks)|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|L||Shared Drive|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|M||City View(s)|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|N||Cleared|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|O||Farmland|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|P||Fenced/Enclosed|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|Q||Fill Needed|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|R||Gentle Slope|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|S||Level|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|T||Marsh|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|U||Sloping|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|V||Steep Slope|1
1|0|1|0|0|0|0|LOT_DESCRIPTION|W||Scenic View(s)|1
0|1|0|0|0|0|0|MANAGEMENT|A||Professional - On Site|0
0|1|0|0|0|0|0|MANAGEMENT|B||Professional - Off Site|0
0|1|0|0|0|0|0|MANAGEMENT|C||Developer Control|0
0|1|0|0|0|0|0|MANAGEMENT|D||Owner Association|0
0|1|0|0|0|0|0|MANAGEMENT|E||Developer Advisory Board|0
0|1|0|0|0|0|0|MANAGEMENT|F||Resident Superintendent|0
0|1|0|0|0|0|0|MANAGEMENT|G||No Management|0
0|1|0|0|0|0|0|MANAGEMENT|H||Other (See Remarks)|0
0|1|0|0|0|0|0|MANAGEMENT|I||Developer Control|0
1|1|0|0|0|0|1|MASTER_BATH|N||No|1
1|1|0|0|0|0|1|MASTER_BATH|U||Unknown|1
1|1|0|0|0|0|1|MASTER_BATH|Y||Yes|1
0|0|1|0|0|0|0|MF_TYPE|A||2 Family|0
0|0|1|0|0|0|0|MF_TYPE|B||3 Family|0
0|0|1|0|0|0|0|MF_TYPE|C||4 Family|0
0|0|1|0|0|0|0|MF_TYPE|D||Duplex|0
0|0|1|0|0|0|0|MF_TYPE|E||5-9 Family|0
0|0|1|0|0|0|0|MF_TYPE|F||2 Family - 2 Units Side by Side|0
0|0|1|0|0|0|0|MF_TYPE|G||2 Family - 2 Units Up/Down|0
0|0|1|0|0|0|0|MF_TYPE|H||2 Family - Rooming House|0
0|0|1|0|0|0|0|MF_TYPE|I||3 Family - 3 Units Side by Side|0
0|0|1|0|0|0|0|MF_TYPE|J||3 Family - 3 Units Up/Down|0
0|0|1|0|0|0|0|MF_TYPE|K||3 Family - Rooming House|0
0|0|1|0|0|0|0|MF_TYPE|L||4 Family - 4 Units Side by Side|0
0|0|1|0|0|0|0|MF_TYPE|M||4 Family - 4 Units Up/Down|0
0|0|1|0|0|0|0|MF_TYPE|N||4 Family - Rooming House|0
0|0|1|0|0|0|0|MF_TYPE|O||5+ Family - 5+ Units Side by Side|0
0|0|1|0|0|0|0|MF_TYPE|P||5+ Family - 5+ Units Up/Down|0
0|0|1|0|0|0|0|MF_TYPE|Q||5+ Family - Rooming House|0
0|0|0|0|1|0|0|ON_FILE_21E|N||No|0
0|0|0|0|1|0|0|ON_FILE_21E|Y||Yes|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|1||Beach Rights|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|2||Dock/Mooring|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|3||Extra Storage|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|4||Refuse Removal|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|5||Garden Area|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|6||Valet Parking|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|7||Air Conditioning|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|A||Heat|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|B||Hot Water|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|C||Electric|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|D||Gas|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|E||Water|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|F||Sewer|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|G||Master Insurance|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|H||Security|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|I||Swimming Pool|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|J||Laundry Facilities|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|K||Elevator|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|L||Exterior Maintenance|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|M||Road Maintenance|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|N||Landscaping|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|O||Snow Removal|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|P||Golf Course|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|Q||Putting Green|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|R||Tennis Court|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|S||Playground|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|T||Park|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|U||Recreational Facilities|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|V||Paddle Tennis|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|W||Exercise Room|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|X||Sauna/Steam|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|Y||Clubroom|0
0|1|0|0|0|0|0|OPT_FEE_INCLUDES|Z||Walking/Jogging Trails|0
0|1|0|0|0|0|1|OUTDOOR_SPACE_AVAILABLE|N||No|0
0|1|0|0|0|0|1|OUTDOOR_SPACE_AVAILABLE|P||Yes - Private|0
0|1|0|0|0|0|1|OUTDOOR_SPACE_AVAILABLE|U||Unknown|0
0|1|0|0|0|0|1|OUTDOOR_SPACE_AVAILABLE|Y||Yes - Common|0
0|0|0|0|0|1|0|OWNER_TRAINING|N||No|0
0|0|0|0|0|1|0|OWNER_TRAINING|U||Unknown|0
0|0|0|0|0|1|0|OWNER_TRAINING|Y||Yes|0
0|0|0|0|1|0|0|PARKING_FEATURE|A||1-10 Spaces|0
1|1|1|0|0|0|1|PARKING_FEATURE|A||Off-Street|1
0|0|0|0|1|0|0|PARKING_FEATURE|B||Assigned|0
1|1|1|0|0|0|1|PARKING_FEATURE|B||Rented|1
0|0|0|0|1|0|0|PARKING_FEATURE|C||Detached|0
1|1|1|0|0|0|0|PARKING_FEATURE|C||Tandem|1
0|0|0|0|1|0|0|PARKING_FEATURE|D||Attached|0
1|1|1|0|0|0|1|PARKING_FEATURE|D||On Street Permit|1
1|1|1|0|0|0|1|PARKING_FEATURE|E||Assigned|1
0|0|0|0|1|0|0|PARKING_FEATURE|E||Garage|0
0|1|0|0|0|0|1|PARKING_FEATURE|F||Deeded|0
0|0|0|0|1|0|0|PARKING_FEATURE|F||Open|0
0|0|1|0|0|0|0|PARKING_FEATURE|F||Other (See Remarks)|0
0|1|1|0|0|0|1|PARKING_FEATURE|G||Common|0
0|0|0|0|1|0|0|PARKING_FEATURE|G||Street|0
0|1|1|0|0|0|1|PARKING_FEATURE|H||Guest|0
0|0|0|0|1|0|0|PARKING_FEATURE|H||Under|0
1|0|1|0|0|0|0|PARKING_FEATURE|I||Deeded|1
1|1|1|0|0|0|1|PARKING_FEATURE|J||Available for Purchase|0
0|0|0|0|1|0|0|PARKING_FEATURE|J||11-20 Spaces|0
0|0|0|0|1|0|0|PARKING_FEATURE|K||21+ Spaces|0
1|1|1|0|1|0|1|PARKING_FEATURE|L||Improved Driveway|1
1|1|1|0|1|0|1|PARKING_FEATURE|M||Stone/Gravel|1
1|1|1|0|1|0|1|PARKING_FEATURE|N||Paved Driveway|1
1|1|1|0|1|0|0|PARKING_FEATURE|O||Unpaved Driveway|1
0|1|0|0|1|0|0|PARKING_FEATURE|P||Leased|0
0|1|0|0|1|0|0|PARKING_FEATURE|Q||No parking|0
0|0|0|0|1|0|0|PARKING_FEATURE|R||Off Site|0
0|1|0|0|0|0|0|PARKING_FEATURE|R||Exclusive Parking|1
0|0|0|0|1|0|0|PARKING_FEATURE|S||On Site|0
0|0|0|0|1|0|0|PARKING_FEATURE|T||Reserved|0
0|0|0|0|1|0|0|PARKING_FEATURE|U||Shared|0
0|0|0|1|0|0|0|PERC_TEST|N||No|0
0|0|0|1|0|0|0|PERC_TEST|U||Unknown|0
0|0|0|1|0|0|0|PERC_TEST|Y||Yes|0
0|1|0|0|0|0|1|PET_RESTRICTIONS_ALLOW|A||Cats|0
0|1|0|0|0|0|1|PET_RESTRICTIONS_ALLOW|B||Cats Only|0
0|1|0|0|0|0|1|PET_RESTRICTIONS_ALLOW|C||Small Dogs (Under 25 lbs)|0
0|1|0|0|0|0|1|PET_RESTRICTIONS_ALLOW|D||Large Dogs (Over 25 lbs)|0
0|1|0|0|0|0|1|PET_RESTRICTIONS_ALLOW|E||Pets Negotiable|0
0|1|0|0|0|0|1|PET_RESTRICTIONS_ALLOW|F||Small Pets|0
0|1|0|0|0|0|1|PET_RESTRICTIONS_ALLOW|G||Breed Limitations (See Remarks)|0
0|1|0|0|0|0|1|PET_RESTRICTIONS_ALLOW|H||# Species Limitations (See Remarks)|0
0|1|0|0|0|0|1|PET_RESTRICTIONS_ALLOW|I||Other (See Remarks)|0
0|1|0|0|0|0|1|PETS_ALLOWED|N|N|No|0
0|1|0|0|0|0|1|PETS_ALLOWED|R|R|Yes w/ Restrictions|0
0|1|0|0|0|0|0|PETS_ALLOWED|U||Unknown|0
0|1|0|0|0|0|1|PETS_ALLOWED|Y|Y|Yes|0
0|0|0|0|1|0|0|PLAT_PLAN|N||No|0
0|0|0|0|1|0|0|PLAT_PLAN|U||Unknown|0
0|0|0|0|1|0|0|PLAT_PLAN|Y||Yes|0
0|1|0|0|0|0|1|POOL_DESCRIPTION|A||Above Ground|0
0|1|0|0|0|0|1|POOL_DESCRIPTION|B||Inground|0
0|1|0|0|0|0|1|POOL_DESCRIPTION|C||Indoor|0
0|1|0|0|0|0|1|POOL_DESCRIPTION|D||Heated|0
0|1|0|0|0|0|1|POOL_DESCRIPTION|E||Lap|0
