ID|NAME|PHONE
C95161|Dorothy T. Charbonnier|978-7747608
C95163|VCM, Realty|978-5261492
C95164|Marion K. McCauley|617-5291111
C95165|Commerce Real Estate|781-5920075
C95166|City Assessor|978-4654403
C95167|Cargill & Co., Realtors|781-6221000
C95168|Keller Williams Coastal Realty|603-6108500
C95169|Betterman Realty|781-2847653
C95170|Nancy A. Papows|978-2819715
C95171|Windhill Realty, LLC|978-3568922
C95172|MGR Global Realty, Inc.|781-5817775
C95173|Coldwell Banker Residential Brokerage - Londonderry|603-4341900
C95174|Cavarretta Realty|781-7106710
C95176|Keller Williams Realty|978-7411925
C95177|Manchester Property Services|978-5264741
C95178|Longarini & Associates|978-9942160
C95179|Esherman Associates|781-4774245
C95180|Armstrong Field Real Estate|978-7408700
C95182|Michael Mavrakos|978-7401012
C95184|Annisquam Realty Services|978-2831877
C95185|The Real Estate Hub, LLC|603-6795770
C95186|Manchester Buyer Brokers|978-5264811
C95187|Normandy Real Estate|978-3561400
C95188|Nehima Realty, Inc.|781-2810748
C95189|Clipper Realty Group LLC|978-4992100
C95190|Jerry Riordan, Real Estate|978-3377378
C95191|Paul Kyte|978-8156934
C95192|REALTY WORLD - Forest Realty|781-2333190
C95193|Crest Realty Group|781-9335022
C95194|The Silvano Group|978-2231623
C95195|Nancy Gallo Real Estate|781-7718901
C95196|Nanepashemet Real Estate Services|781-6316267
C95197|North Shore Home Staging|978-2332803
C95198|Pine Realty|978-6779030
C95199|Silva Realty Assoc., Inc.|781-2331510
C95200|Gannon Real Estate|781-2313660
C95201|Donna Champagne OKeefe|781-5860598
C95202|De La Cruz Realty|978-6877888
C95203|Reis & Co., Inc.|978-8366241
C95204|Newcastle Real Estate|617-7974377
C95205|Coldwell Banker Commerce|781-5920075
C95206|Primero Realty|781-5952166
C95207|Jackman Real Estate|978-9228865
C95208|Realty By The Sea Team, LLC|978-8651168
C95209|Sam Palermo, Real Estate Brokers & Associates|978-3873231
C95210|Rebate Realty, LLC|781-6903773
C95211|McKinnon Realty|978-7442552
C95212|Leon Real Estate|978-3761855
C95213|Demetra T. Apostolou|603-3824545
C95214|AVH Realty|978-2834777
C95215|JAK Realty|978-4731521
C95216|Lynn City Commercial|781-4794489
C95217|Moon's Realty|978-3732676
C95218|American Trust Real Estate, LLC|781-4770110
C95219|Saltaire Properties Inc.|978-2830083
C95220|Maureen Johnson Distinctive Properties|978-4237008
C95221|RE/MAX Advantage Real Estate|978-2818005
C95222|Byrne Attorney at Law|978-6469929
C95223|Todd Realty|978-9482111
C95224|Real Property|781-6391155
C95225|Link Real Estate|617-2402527
C95226|ATB Realty|978-9611696
C95227|REF Realty|781-3224744
C95229|Trenda Home Network|800-6963896
C95230|MACK Realty Group|978-7775509
C95231|JHR Development|781-6315015
C95232|Avenue G Realty|978-7905265
C95233|RE/MAX Country Crossroads Realty Assoc.|978-9485333
C95234|RE/MAX Advantage Real Estate|781-6312330
C95235|The Smith Realty Group|978-4620800
C95236|Keller Williams Realty|978-8873995
C95237|Park Place Real Estate|978-4654048
C95238|Twenty Oak Street Offices|978-9279229
C95239|Coldwell Banker Concept 100 RE, Inc.|603-3296733
C95240|Michelle Defeo, LLC|978-3756072
C95241|JW Real Estate, LLC|978-4239309
C95242|Miguel V. Soto|781-2445222
C95243|J. Barrett & Company|978-9222700
C95244|The Morgan Barry Company|978-3351573
C95245|J. Barrett & Company|978-5268555
C95246|RE/MAX Progressive|978-3563002
C95247|North Shore's Gold Coast Realty|978-2834440
C95248|Stephin Bennett|781-9837504
C95249|Kinlin Grover GMAC Real Estate|508-7482400
C95250|Kinlin Grover GMAC Real Estate Commercial|508-2558200
C95251|Kinlin Grover GMAC Real Estate|508-3499800
C95252|Kinlin Grover GMAC Real Estate|508-4875411
C95253|Martin Joseph REALTORS|978-8879800
C95254|Chichia Realty Group, Inc.|781-2445222
C95256|Kinlin Grover GMAC -Orleans|508-2553001
C95257|Gerry Mahoney Real Estate|978-5354450
C95258|Lemanski Real Estate and Development|978-5945251
C95259|Kaizen Builders of New England|978-5355534
C95260|RE/MAX Advantage Real Estate|978-7402333
C95261|The Central Group|781-3071430
C95262|Paisley Properties|978-2332994
C95263|Clements Realty Group|781-5959600
C95264|T.J. Welch & Co.|888-7386476
C95265|Buy Real Estate, LLC|781-4770110
C95266|Essex Realty Group|978-8576421
C95267|Geoffrey H. Richon Company|978-2836060
C95268|Coast & Country Real Estate|978-3563313
C95269|Robert Bertoldi Real Estate|978-6183719
C95270|J. Lumino & Company|508-8469906
C95271|Town Of Wenham|978-4685520
C95272|Exit Seacoast Realty|978-4128220
C95273|Kristal Pooler & Assoc.Coast & Country Properties|978-8824025
C95274|Beauparlant Realty|978-5214477
C95275|Mary Blais Real Estate|928-5425390
C95276|Progressive Real Estate|978-3563002
C95277|Daou Real Estate|978-9739380
C95278|Harborside Realty|781-6313302
C95279|Merry Fox Realty|978-7400008
C95280|Prudential Ben Consoli, REALTORS|978-3729171
C95281|Underwood Properties|617-9211083
C95282|Harold J. Keating III|978-4681209
C95283|Laffely Real Estate Associates|978-3751821
C95284|Burt Barrett|978-5901038
C95285|Ace REALTORS|617-7630006
C95286|Barre International Realty, LLC|978-4626262
C95287|Jewett Real Estate|978-3468817
C95288|Martin Sweazy Real Estate|781-9139572
C95289|Janice Smerczynski Real Estate|978-7504165
C95290|Salem Assessors Office|978-7459595
C95291|Re-Bound Properties|978-7453328
C95292|Home Port Realty Associates, LLC|978-3602462
C95293|Assessor, Town of Enfield CT|860-2536338
C95294|True & Co Real Estate|978-8878783
C95295|Hartley Realty|781-4794084
C95296|True Blue Buyers Realty|978-8751201
C95297|Abreu Realty, LLC|203-7577202
C95300|Highland Real Estate|617-8463243
C95600|Vadala Real Estate|978-2811111
C95800|Century 21 Cape Ann|508-2832990
C95900|Beaton Real Estate|978-5466474
C96001|Dewolfe N. E.- Marlbehead|781-6314444
C97000|Good Harbor Realty|508-2813118
C97100|Coldwell Banker Residential Brokerage - Gloucester|978-2818808
C97300|Ask Mr. Chick|508-2831180
C97400|Annisquam Village Realty|978-2835658
C97600|Century 21 Giannelli Assoc.|617-3241012
C98700|Golden Real Estate|978-5466939
C99200|Century 21 N. Shore R. E. Inc.|978-5325555
C99300|Coldwell Banker Residential Brokerage - Salem|978-7414404
C99912|Forrester Realty Company|508-7446218
C99915|R. S. B. Realty|617-8683656
C99917|International Realty Corp.|781-5932730
C99919|Don Corbett R. E.|978-7744171
C99920|Century 21 Ipswich Bay Assoc.|978-3567727
C99921|Seacoast Realty|978-3564600
C99924|Marie Theriault Realty|978-5561681
C99925|Beacon Realty|978-9211418
C99926|Harbor Rental & Realty|978-7410389
C99928|First Choice Realty|978-9228596
C99929|Real Estate Advisors Group|617-5813399
C99930|Salah R. E.|978-9228603
C99934|Dewolfe-Ipswich|978-3562311
C99936|Faith Kaiser & Associates|978-8343000
C99937|Vernon A. Martin, Inc. CLLD|978-5364368
C99940|S. K. Anezis Realty, Inc.|978-5322520
C99941|Nmc Inc.|508-6201700
C99942|Anthony Militello|978-2834709
C99943|Kevin Wood Real Estate|978-7410799
C99944|Crownland Whently Inc.|978-7401011
C99945|Hyland Homes|978-8861717
C99946|The Mega Group, Inc.|978-7629771
C99949|Ken Anslono|978-9272500
C99950|Certified R. E. Appraisal|978-7741200
C99952|Red Oaks Realty|978-9278983
C99953|Kendall Properties, Inc.|781-5893938
C99954|Homes Values - Gary Murch|978-3730088
C99955|Allen Realty Company|781-5958701
C99960|Assist 2 Sell Buyers / Sellers|978-5571000
C99961|Assist 2 Sell Lakeview Realty|978-7500091
C99963|Ernest A. Landry|   -       
C99964|Indeck Real Estate|978-9223400
C99966|Kip Penney REALTORS|978-2835063
C99968|Shoreline Realty Group|781-5985398
C99969|Michel R. E.|978-3468414
C99970|Century 21 Heritage Rlty|978-4620830
C99971|Boston Realty Works, Inc.|617-3450045
C99975|Chris Sarandopolis R. E.|978-9220880
C99977|Carpenito R. E., Inc.|781-2337300
C99980|Admiral Realty|978-9278152
C99981|Ann V. Crowley|781-6391111
C99982|Fowler Associates|978-9273003
C99983|Valente Real Estate|781-5950447
C99984|Whale Cove Properties|617-8344120
C99985|Gray Mac Properties Inc.|617-2419899
C99988|Olde Town Realty Piccolo|978-3460007
C99989|Re/max Main St. Associates|978-3737448
C99990|Karen Leslie Mcniff|978-5469988
C99993|Vista Properties|508-3311899
C99997|Judy Kelley Real Estate|781-3678854
C99998|Pentucket Realty Associates|978-3722955
C99999|The Home Co-op|978-9770700
CAPREC|Cape Cod Reciprocal|508-1111111
CCIAOR|Cape Cod & Islands Association of Realtors, Inc.|800-4420006
COCTRE|Consolidated, CT Reciprocal|508-1111111
D01201|Ahernco Real Estate, Inc.|   -8517277
D01555|Able Appraisal Services|603-8807743
D02001|Arakelian Real Estate|978-6672301
D02201|Ayotte/Quebec Realty, Inc.|508-9375190
D03001|A- Zabbo Realty|978-6493808
D03201|ERA Morrison Real Estate|978-2500088
D03401|Barrett Real Estate|978-9574499
D03701|Tom Brennan REALTORS|978-4522944
D06501|Century 21 J. Borstell R. E.|978-8517364
D07001|Century 21 G. J. Brown R. E.|978-4527696
D08001|Prudential Buckingham R. E.|978-6924231
D08201|William Taupier & Assoc., Inc.|978-9375000
D08555|Appraisers Co-op|781-3972257
D09001|Buyer Brokers Of Nashoba Valle|978-3921400
D09201|Exit Advantage Realty|978-3929585
D10855|Minuteman Appraisals, Inc.|978-2509889
D11501|Cannon Real Estate Inc.|508-9578000
D12001|Cape Real Estate|978-8517283
D12555|Area Appraisal|978-2517700
D14755|Property North Appraisals|978-5216900
D15001|Innovative Realty|603-6352131
D16001|Era Masiello Group Real Estate|603-4657055
D16555|Bambury Appraisal Services|781-9441511
D17001|James L. Cooney REALTORS|978-4529952
D17655|Home Buyer's Advantage|603-5986077
D18501|Classic Homes Realty, Inc.|978-4531333
D19101|Coravos, M. Real Estate, Inc.|978-9571566
D20001|Buyer One Real Estate|978-6923322
D20501|Courtney & Associates R.e. Inc|978-6495000
D21001|Cowley Associates|978-4863231
D21301|Daigle REalty & Bus Brok., Inc.|978-4592177
D21401|Century 21 Concept One|978-4584225
D21501|Dampolo Rashid Real Estate|978-6671113
D26555|Cafco R. E. Appraisals|978-6469990
D27001|Parkhurst Realty|978-4530212
D27011|Drummer Real Estate Corporation|978-4530212
D30803|Dewolfe-Billerica|978-6674171
D30804|Dewolfe-Chelmsford|978-2569981
D30806|Dewolfe-Tewksbury|978-8513731
D30807|Dewolfe-Westford|978-6922121
D33301|Esquire Realty|   -4538183
D34501|Family Realty|   -2564146
D34801|Federal Investment Co., Inc.|508-4595315
D35001|Femino Realty Services|978-6409837
D35501|First Class Realty|   -2564989
D36201|First Real Estate|978-9349798
D36601|Brice Real Estate|978-4592975
D40001|George J. Gath Real Estate|978-4547728
D42801|The Gosselin Group, Inc.|978-4486383
D43001|Peter Georges Realtor|978-6497911
D43301|Grantor's Domain Real Estate|978-9571023
D43501|Happy Homes Real Estate|978-4581887
D43801|Hartigan Associates Realtors|978-4524335
D44001|Harkins Real Estate|978-4752722
D44201|Tom Healy Real Estate|   -2518229
D44301|Hill Realty|978-4584353
D44401|Robert M. Hicks Realty Corp.|978-6925787
D44501|Hickey Real Estate|978-2572040
D44555|Eastern Appraisal Services|978-2810388
D44601|Homefinders Network|   -2564920
D44901|Coldwell Banker Residential Brokerage - Chelmsford|978-2562560
D45101|Top Realty Associates, Inc.|978-6670900
D46001|Century 21 Heritage|978-6926331
D48001|Johnson-Gillette Realtors|508-2562571
D48201|Karner Real Estate|978-6401013
D49701|Prudential Loughran & Associates Real Estate Inc.|978-4595335
D49801|Dick Lepine Real Estate,Inc.|978-4412100
D50001|Lappin Real Estate|978-4547979
D50101|Professional Real Estate Cons.|508-6674629
D50901|Prudential Crain Realty|978-5577800
D52555|Federal Appraisal, Inc.|781-7840800
D53001|Peter Markham Real Estate|978-4592144
D53101|Mcaskill Real Estate|978-8510014
D55001|Maynard Real Estate|978-6494280
D55530|G. A. Realty|978-4580556
D55545|The Jumpp Company, Inc.|978-2501540
D55570|J. J. Reardon & Company|978-6496084
D55901|Mercier Realty|978-4587567
D58801|Millstone Properties, Inc.|508-8515900
D58901|R.T.Murphy Realty|   -6496783
D60001|Century 21 Landmark Realty|978-2566575
D60301|RE/MAX Prestige|978-6492220
D60601|Re/max Properties|978-6637800
D60701|Re/max Professionals|978-2566667
D60901|Hearthstone Realty|978-4755400
D61101|Re/max Walden Country, Inc.|978-2638929
D61301|Residential Appraisals|978-2568643
D62801|CENTURY 21 Nashoba Associates|978-4338221
D62901|Delta Realty Assoc., Inc.|978-4580780
D63201|Park Hill Real Estate.,inc.|978-6882111
D63501|Century 21 Minuteman Realty|978-2563306
D65001|Robert Gerard Real Estate|508-8580901
D65101|J.F.Porter Associates|   -6638500
D66001|Prudential Prime Properties|978-4868926
D66601|Roy Associates|978-4538705
D66701|Knox & Associates Real Estate|978-4868964
D67201|Real Estate Financial Services|978-2515234
D68555|R. Gingras & Associates|603-8826939
D70001|Sarris Real Estate|978-4526776
D71001|Century 21 Sager Real Estate|978-4590533
D71201|Select Real Estate, Inc.|978-6702170
D72001|Sheehan Real Estate|978-4584691
D72555|R. C. Godwin & Associates|978-6637070
D72701|Century 21 G. J. Brown|978-6496030
D73001|Silva Associates Real Estate|978-8583500
D73801|Starline Realty|508-4534158
D74101|Stott's Real Estate|978-2564161
D74555|The GoodPro Realty Group, LLC|603-8899966
D77001|Realty Place|508-4549191
D77701|Donovan Real Estate|978-6635266
D79001|Roger Welch Real Estate|978-2513421
D79501|Westford Real Estate, Inc.|978-6924884
D81001|Wetherbee Farm Real Estate|978-6350801
D81501|Woods Real Estate|978-6634878
D81502|Woods Real Estate|978-6675491
D82001|Wright Realty|508-2514800
D82101|Prudential Classic Homes|978-6635092
D82401|John Carroll REALTORS|978-8514851
D82501|Terri'S Multi-List Realty,Inc.|508-6493074
D83101|Christian Real Estate|508-4539383
D83801|Gate Way Realty|   -6923601
D84601|Hayden Real Estate|978-6925478
D85001|H.R. McBride & Assoc., Inc.|978-2830939
D85101|Centurion Management|978-8150530
D87201|Fox Real Estate|   -4533888
D88101|Costello Real Estate|978-6679504
D89901|Carlson GMAC Real Estate|978-2505997
D89902|Carlson R.E./BH&G - Tewksbury|508-8510048
D90001|Lakeview Real Estate|978-5908925
D95003|Crabtree Realty|978-4489000
D95005|A. W. Clifford Realtors|781-2757111
D95006|Martocchia REALTORS|781-8935777
D95007|RE/MAX Colonial|978-4488288
D95008|Senkler & Associates, Inc.|508-3711600
D95009|Carlson GMAC Real Estate|978-2635656
D95010|Norwest Mtg / Value It|603-8985363
D95011|Coldwell Banker Senkler|978-3929444
D95012|United Estates|978-4542045
D95013|Re/max Professionals|978-6929292
D95014|Rainbow Systems R.E.|508-8974300
D95015|Evaluation Services|800-3119664
D95016|Apple Country Realty, Inc.|978-4480500
D95017|The Hartnett Company|508-8970057
D95018|Tbg Sales|978-2517781
D95019|M. Mitchell and Associates|781-5453300
D95020|Sunrise Realty|978-6632985
D95024|N. E. Classic Homes, Inc.|978-2515239
D95025|Amerasian Real Estate|978-9372500
D95026|Tom McGrail Real Estate|508-4598665
D95027|The Donovan Company, Inc.|781-2757777
D95028|Masco Homes|978-3974180
D95029|Foley Real Estate|978-9575085
D95030|The Castlenet Network|978-6929964
D95031|Universal Property Management|978-9379327
D95032|Moore Real Estate|978-2511111
D95033|A. Joseph D. Biase|508-8512310
D95036|Messina Real Estate|978-7770111
D95038|Dick Lepine Real Estate, Inc.|978-9578200
D95039|Universal Real Estate Inc.|978-4549999
D95040|The Chambers R. E. Company|978-6494048
D95041|Acton Real Estate Co., LLC|978-2631166
D95043|Nolan Realty, Inc.|978-4864490
D95044|The Gosselin Group, Inc.|978-4335800
D95045|J M Barrett & Co., Inc.|978-3696453
D95046|Real Estate Results|603-8807070
D95047|Sterling Stone R. E., Inc.|978-2503900
D95048|Lowell Real Estate|978-4591834
D95049|Tiran Development Company|508-4596860
D95051|Applewood Realty|978-6492727
D95052|Middlesex Savings Bank|978-6927990
D95053|Apex Appraisal Corp.|603-5986040
D95054|Premier Realty|978-6496965
D95055|American Home Appraisals|978-4520678
D95057|Esquire Realty|978-6492030
D95058|Re/max Professionals|978-6929292
D95059|Randall & Associates R. E.|978-4864044
D95062|Rogers Realty|978-9700552
D95064|Property Consultants, Inc.|978-2517970
D95065|Apple Country Realty, Inc.|978-7720500
D95066|Boutin Appraisal Services|978-4595113
D95067|Hometown Realtors Corp.|603-8889898
D95068|Donahue Real Estate|978-2511040
D95069|ERA Morrison Commercial Properties|978-2569700
D95070|ERA Morrison Real Estate|978-6141600
D95071|Re/max Prestige|978-4591234
D95087|RE/MAX Prestige|978-6929292
D95112|Cook & Company Real Estate|978-6714466
D95133|ERA Morrison Real Estate|978-4863047
D95134|ERA Morrison Real Estate|978-6834686
D95142|Dori Anne Realty|978-9572222
D95143|Wetherbee Farm Real Estate|603-5326773
D95144|Coleman & Sons GMAC Real Estate|978-4864044
D95145|Exit Outstanding Realty|978-2518600
D95184|Re/max Home Center|978-4591234
D95204|The Callahan Company|978-9359440
D95208|Centurion Real Estate|978-8150530
D95213|Real Estate Investment Services|978-2515234
D95214|Tinkham Realty, Inc.|603-4327769
D95218|RE/MAX Prestige|978-6637800
D95227|Countryview Realty|978-8531132
D95228|Ronald V. Maynard R.E.|978-6496888
D95236|Angela Harkins & Associates Real Estate|978-6924448
D95240|JHS Real Estate|978-4238814
D95241|Barbara Pofcher|978-6924463
D95248|Mantalos Realty Group|508-3419088
D99901|W.A.M.A|   -       
DEMO11|Demo Office|508-8451011
E00000|Non-Member|   -
E10401|Jeanne E. Hemenway|   -2687423
E10501|Jones Town & Country Realty|413-5493700
E10504|D.H. Jones Real Estate Group|413-7747432
E11201|Skibiski Real Estate|413-5843428
E11901|Jones Town & Country Realty|413-2564181
E11902|Jones Town & Country Realty|413-5850400
E12001|Lincoln Real Estate|413-2537879
E12201|Hollis Wheeler Real Estate|413-5490484
E12601|Hampshire Realty|413-6279870
E13801|Associate Realty|413-2560131
E14401|Stuart Realty|413-5495728
E15501|Homesgroup Real Estate, Inc.|413-5273333
E16501|Realty World Dulong & Labbee|413-5863333
E16901|Jim Boyle Real Estate|413-5868561
E17001|Charlotte Dwyer, Realtor|413-2561212
E18501|D F White Real Estate Agency|413-2560775
E19101|RE/MAX Hill & Valley|413-5845555
E19401|Gene Callahan Real Estate|413-5274652
E19701|E.G. Woods|413-5321418
E20301|Amity Real Estate, Inc.|413-5869222
E20801|Reynolds Properties|413-2568553
E21001|The Murphys REALTORS, Inc.|413-5845700
E21002|Northampton Appraisal Assoc.|413-5845445
E21201|Goggins Real Estate, Inc.|413-5867000
E21301|Taylor Agency|413-5273375
E21401|J J Deyette Real Estate|413-5845427
E21501|Kelley Real Estate|413-9677357
E21601|Canon Real Estate, Inc.|413-5278311
E21802|Realty World Sawicki|413-5492600
E23001|Martha Sadowski, R E Appraiser|413-2479082
E23101|Michael Mendyk Real Estate|413-2479004
E23301|Landry,Lyons & Whyte Co.|413-5945901
E23302|Landry,Lyons & Whyte Co|413-5682405
E23303|Landry,Lyons & Whyte/Bh & G|413-5676151
E23401|Mary Jane Healy|413-2683533
E23701|Smith & Reynolds|413-5867142
E24301|Keenan Real Estate|413-2560415
E24501|Century 21 Pioneer Valley|413-5865401
E24601|Steenburgh Real Estate|413-2683652
E24901|Woodbridge Realty|413-2567875
E25001|Pauline Fogel Real Estate|413-5850050
E25101|Carol V. Paul Realty|413-2683099
E25201|Ts Jonsson Real Estate Service|413-5275578
E25301|Molyneux Realty|413-2385324
E25701|Rob Roy Realty|413-2689426
E25901|Denny Nolan Real Estate|413-5865600
E26201|Heritage Realty|978-8870380
E26601|Holt Real Estate|413-5862239
E26901|Corners Realty|413-2385933
E27101|Martinelli & Martini|413-5367232
E27301|Stearns & Yerrall,Inc|413-5673361
E27302|Stearns & Yerrall, Inc.|413-5683361
E27303|Stearns & Yerrall, Inc.|413-5677632
E27501|Skinner Mountain Properties|413-5321452
E27701|Molloy'S Real Estate|413-5850334
E27901|Hutchins Realty|413-5864663
E28001|Carol Heon Real Estate|413-5860946
E28301|Era M. Connie Laplante|413-5369111
E28401|Valley Properties|413-2479799
E28501|Futures Real Estate|413-5271385
E28601|Korza Real Estate|413-2475445
E28801|Leclair Associates|413-7868651
E28901|Lonergan & Porter|413-7861566
E29001|Collins Realty|413-5862200
E29101|Nancy E. Howell Re Appraiser|413-2591203
E29201|David K. Conner Real Estate|413-5272311
E29301|H.D. Real Estate Services|413-7319989
E29401|Gibbs Realty|413-5850900
E29501|The Real Estate Connection|413-6957111
E29601|Era Action Real Estate|413-3231077
E29701|Cj Steplar Realty Group|413-5869495
E30001|Dresser Real Estate|413-6653190
E30401|Skibiski Realty|413-6652044
E30701|D. Wm Pratt Real Estate,Inc.|413-7735488
E30801|Town & Country Realty|413-7738222
E31301|Cohn & Company|413-7720105
E31601|Gromacki Real Estate|413-6654502
E31701|Renfrew Real Estate|413-7747481
E31801|Glazier Real Estate|413-3672773
E32001|Maniatty Real Estate|413-7743400
E32501|Geri Johnson & Assoc., REALTORS|413-8639736
E32601|Ashfield Realty,inc.|413-6283969
E32901|Levitch Realty|413-7742959
E33101|Douglas Auctioneers|413-6652877
E33301|Lighthouse Realty|413-6653727
E33401|Nickerson Realty|413-2971718
E33701|Foster Healey Real Estate|   -5442733
E34001|T.W. Bean Real Estate|413-7744035
E34501|Yankee Realty|413-7742331
E34601|Singley & Associates, Inc.|413-6256038
E34901|Hilltop Realty|413-6653934
E35001|Sokolosky Realty|413-8634393
E35601|Regal Real Estate|413-8639555
E35701|Newton Associates|413-7726817
E35901|All Seasons Real Estate|413-6658831
E36201|The Little Helper|413-8632070
E36401|Coldwell Banker Upton-Massamont Realtors|413-6653771
E36402|Coldwell Banker Upton-Massamont Realtors|413-6256366
E36501|Center Realty|413-6259023
E36801|Havens Real Estate|413-4985794
E37001|Finn Appraisal Inc|413-7746925
E37301|Benchmark 100 Realtors|413-7733696
E37601|Whitney Real Estate|413-6658202
E37801|Louisignau Appraisal Services|413-4980080
E37901|Accurate Appraisal Co|413-7894641
E38001|Crowley Real Estate Appraiser|413-7338856
E38101|FSI Appraisal Company|413-5865252
E38201|Arnold M. Rubin Real Estate|413-7742141
E38401|Key 100 Real Estate|413-7745633
E80001|Kinlin Grover GMAC Real Estate|508-3623000
E80002|Prudential Sawicki Real Estate|413-5492600
E80003|Dulong & Labbee Real Estate|413-5863333
E95001|Heston Appraisal|413-5841962
E95002|The Levi Nielsen Company, Inc.|413-2566686
E95003|Baker Appraisals|413-5679390
E95004|Anne Curtin|413-6283979
E95007|Pinkham Associates|413-6289959
E95008|Amherst Agency Inc.|413-2535555
E95009|Arnold Rubin Real Estate|413-7742141
E95011|Susan Well, Appraiser|413-5862370
E95013|Benchmark & Pratt Realtors|413-7741200
E95014|Norah Burns Real Estate|413-5277085
E95015|Meadow Brook Realty|413-6653760
E95022|Henshaw Well Drilling|413-2964725
E95028|Kenneth Kemp|978-3496020
E95030|The Meadowes Buyers Brokerage|413-5672016
E95031|John Gormally Real Estate|413-5374241
E95034|Bob Muscillo Real Estate|413-5224894
E95035|Boston House Real Estate|617-7348700
E95037|Walter Carey Real Estate|781-8431938
E95039|Oak Realty|508-6411222
E95040|Kemm Management & Development|781-8638739
E95041|P H P Realty|781-8787114
E95042|Community Real Estate|617-3892555
E95043|O Donnell Appraisal Assoc.|508-5800560
E95044|Carlson GMAC Real Estate|617-2272300
E95045|Sinclair Properties|508-6511999
E95046|Parker Wheeler & Co., Inc.|508-3584848
E95047|First Realty|617-8031901
E95048|Richard Lazaro & Co.|978-5820402
E95049|Tully Aprraisal Associates|978-6649008
E95050|Competitive Real Estate|413-5494270
E95051|Greater Boston Appraisers|617-2545222
E95052|Buyerside|508-3398800
E95053|Symes Associates, Inc.|978-9225300
E95054|Rei Realty|508-4784077
E95055|Mooney Realty|781-9353768
E95056|Bay State Appraisal Systems|617-3940008
E95057|Nippon International Realty|617-5361792
E95058|The Murphys REALTORS , Inc.|413-5845700
E95059|The Murphys REALTORS, Inc.|413-5845700
E95060|Terrence Mcdonough R. E. Co.|508-5283336
E95061|Mohawk Real Estate|413-7720076
E95062|Ionic Appraisal Services|508-4355915
E95063|Markgren Appraisal Service|508-4775972
E95065|Century 21 MassBay Realty|617-4451066
E95066|Home & Hearth Realty|617-5473941
E95067|Alan Cutter|617-5278377
E95068|EcoRealty|413-2599800
E95069|Chestnut Hill Appr. Sevices|617-2444747
E95070|Diversified Real Estate|413-2532798
E95071|Joanne Beal Real Estate|781-5855356
E95072|Amy Spound Real Estate App.|978-8972803
E95073|Mihome Real Estate|617-4426880
E95074|Dahna Virgilio Real Estate, Inc.|413-7746447
E95075|Basch Realty|617-4915400
E95076|River Valley Realty, Inc.|603-3360000
E95077|Homesgroup Real Estate, Inc.|413-2537900
E95078|One Call Realty|617-7822255
E95079|Coldwell Banker Upton-Massamont Realtors|413-5868355
E95080|Realty World Advantage|978-6671848
E95081|Residential Realty Advisors|508-8622600
E95082|Area Homes Realty, Inc.|617-9249111
E95083|Jones - Hutchins|413-5864663
E95084|Blue Sky Realty|413-5867623
E95085|Acorn Realty|413-7735999
E95086|Homelane Realty|508-9475060
E95087|The Buyers Brokerage of|508-4201804
E95088|Audet Realty|413-3877042
E95089|Rudy & Associates REALTORS|617-5243500
E95090|Cranberry World Realty|508-8897766
E95091|B&B Real Estate Services|781-2725468
E95092|Shoreland Real Estate|508-7712008
E95093|Acre Realty|413-2539797
E95094|Marsha Rutz Real Estate|413-8638025
E95095|Summerlin & Canata Realty|413-5848686
E95096|Bob Petrin Real Estate|413-7726441
E95097|Homequest Realty Assoc., Inc.|781-2880069
E95098|Hollenkamp & Associates|978-6493204
E95099|Hahn Realty|413-5925209
E95100|PHP Realty Inc.|508-4275585
E95101|Kinlin Grover GMAC Real Estate|508-7755200
ECTREC|ECRIS Reciprocal|508-1111111
F15301|Ben Consoli Realty|978-3729171
F15701|King Davis Agency Partners|978-3728577
F15703|King Davis Agency Partners|978-3522404
F15704|King Davis Agency, Inc.|603-3826521
F15801|Di - An Realty|978-3731199
F16101|Katsaros Realty|508-3746369
F16501|Vernon A. Martin, Inc.|978-3526612
F16503|Vernon A. Martin, Inc.|508-7741577
F16504|Vernon A. Martin, Inc.|978-5215823
F17201|Olde Town Realty Piccolo|978-3720820
F17301|Pingree Agency|978-3522534
F18301|John T. Lavin, Real Estate|978-3740591
F18701|Waterhouse Realty Assoc.|978-3469000
F19101|Novak Finer Homes Realty|978-3735763
F19201|Jarvis Real Estate|978-3632973
F19401|D Arcangelo Realty|978-3731159
F19601|McKeon / Corcoran Real Estate|978-3740112
F20101|Zangari Realty|978-3722524
F20301|Brooks Real Estate|978-3740144
F21901|Royal Realty, Inc.|508-6851067
F22001|Harvest Of Homes, Inc.|508-6828835
F22301|Olde Town Realty Piccolo|978-3735350
F22401|Prudential Howe Real Estate|508-4755100
F22601|Victor Company, Inc.|508-3740957
F22603|Victor Company, Inc.|508-3527770
F23401|Century 21 The Hunt Agency|508-6884868
F23601|Dewolfe New England|508-4758600
F23602|Dewolfe New England|508-4651927
F24001|Early Realty|978-3733545
F25201|Re-Max Preferred, Inc.|508-6892880
F25202|Re-Max Preferred, Inc.|508-6865300
F25401|Ray Tolosko Real Estate|978-4629351
F25601|Hunneman & Cold.|508-4754477
F25801|People's Choice Realty|978-3744060
F29001|Delta Real Estate|508-3737755
F29201|Partners Real Estate|508-3728565
F30001|Northeast Realty|508-3746400
F30601|Dewolfe-Georgetown|978-3527000
F31602|Essex Assoc/Northfields|508-5210572
F32001|Century 21 Masters|508-3740225
